Species1,Species3,Match.type
Tyrannus forficatus,Tyrannus forficatus,1BL to 1BT
Tyrannus melancholicus,Tyrannus melancholicus,1BL to 1BT
Tyrannus niveigularis,Tyrannus niveigularis,1BL to 1BT
Tyrannus savana,Tyrannus savana,1BL to 1BT
Tyrannus tyrannus,Tyrannus tyrannus,1BL to 1BT
Tyrannus verticalis,Tyrannus verticalis,1BL to 1BT
Tyrannus vociferans,Tyrannus vociferans,1BL to 1BT
Tyto alba,Tyto alba,1BL to 1BT
Tyto almae,Tyto sororcula,1BL to 1BT
Tyto aurantia,Tyto aurantia,1BL to 1BT
Tyto capensis,Tyto capensis,1BL to 1BT
Tyto glaucops,Tyto glaucops,1BL to 1BT
Tyto inexspectata,Tyto inexspectata,1BL to 1BT
Tyto longimembris,Tyto longimembris,1BL to 1BT
Tyto multipunctata,Tyto tenebricosa,Many BL to 1BT
Tyto nigrobrunnea,Tyto nigrobrunnea,1BL to 1BT
Telophorus viridis,Telophorus viridis,1BL to many BT
Terpsiphone rufiventer,Terpsiphone rufiventer,1BL to many BT
Tyto rosenbergii,Tyto rosenbergii,1BL to 1BT
Tyto soumagnei,Tyto soumagnei,1BL to 1BT
Tyto tenebricosa,Tyto tenebricosa,Many BL to 1BT
Upucerthia albigula,Upucerthia albigula,1BL to 1BT
Upucerthia dumetaria,Upucerthia dumetaria,1BL to 1BT
Upucerthia saturatior,Upucerthia saturatior,1BL to 1BT
Thalurania colombica,Thalurania colombica,1BL to many BT
Trogon collaris,Trogon collaris,1BL to many BT
Upupa antaios,NA ,Extinct
Upupa epops,Upupa epops,Many BL to 1BT
Upupa marginata,Upupa epops,Many BL to 1BT
Uraeginthus angolensis,Uraeginthus angolensis,1BL to 1BT
Uraeginthus bengalus,Uraeginthus bengalus,1BL to 1BT
Uraeginthus cyanocephalus,Uraeginthus cyanocephalus,1BL to 1BT
Uratelornis chimaera,Uratelornis chimaera,1BL to 1BT
Uria aalge,Uria aalge,1BL to 1BT
Uria lomvia,Uria lomvia,1BL to 1BT
Urile pelagicus,Phalacrocorax pelagicus,1BL to 1BT
Urile penicillatus,Phalacrocorax penicillatus,1BL to 1BT
Urile perspicillatus,NA ,Extinct
Urile urile,Phalacrocorax urile,1BL to 1BT
Urochroa bougueri,Urochroa bougueri,Many BL to 1BT
Urochroa leucura,Urochroa bougueri,Many BL to 1BT
Urocissa caerulea,Urocissa caerulea,1BL to 1BT
Urocissa erythroryncha,Urocissa erythrorhyncha,1BL to 1BT
Urocissa flavirostris,Urocissa flavirostris,1BL to 1BT
Urocissa ornata,Urocissa ornata,1BL to 1BT
Urocissa whiteheadi,Urocissa whiteheadi,Many BL to 1BT
Urocissa xanthomelana,Urocissa whiteheadi,Many BL to 1BT
Urocolius indicus,Urocolius indicus,1BL to 1BT
Urocolius macrourus,Urocolius macrourus,1BL to 1BT
Urocynchramus pylzowi,Urocynchramus pylzowi,1BL to 1BT
Urodynamis taitensis,Eudynamys taitensis,1BL to 1BT
Uroglaux dimorpha,Uroglaux dimorpha,1BL to 1BT
Urolais epichlorus,Urolais epichlorus,1BL to 1BT
Urolestes melanoleucus,Urolestes melanoleucus,1BL to 1BT
Uromyias agilis,Anairetes agilis,1BL to 1BT
Uromyias agraphia,Anairetes agraphia,1BL to 1BT
Uropelia campestris,Uropelia campestris,1BL to 1BT
Uropsalis lyra,Uropsalis lyra,1BL to 1BT
Uropsalis segmentata,Uropsalis segmentata,1BL to 1BT
Uropsila leucogastra,Uropsila leucogastra,1BL to 1BT
Urosphena squameiceps,Urosphena squameiceps,1BL to 1BT
Urosphena subulata,Urosphena subulata,1BL to 1BT
Urosphena whiteheadi,Urosphena whiteheadi,1BL to 1BT
Urosticte benjamini,Urosticte benjamini,1BL to 1BT
Urosticte ruficrissa,Urosticte ruficrissa,1BL to 1BT
Urothraupis stolzmanni,Urothraupis stolzmanni,1BL to 1BT
Urotriorchis macrourus,Urotriorchis macrourus,1BL to 1BT
Vanellus albiceps,Vanellus albiceps,1BL to 1BT
Vanellus armatus,Vanellus armatus,1BL to 1BT
Vanellus chilensis,Vanellus chilensis,1BL to 1BT
Vanellus cinereus,Vanellus cinereus,1BL to 1BT
Vanellus coronatus,Vanellus coronatus,1BL to 1BT
Vanellus crassirostris,Vanellus crassirostris,1BL to 1BT
Vanellus duvaucelii,Vanellus duvaucelii,1BL to 1BT
Vanellus gregarius,Vanellus gregarius,1BL to 1BT
Vanellus indicus,Vanellus indicus,1BL to 1BT
Vanellus leucurus,Vanellus leucurus,1BL to 1BT
Vanellus lugubris,Vanellus lugubris,1BL to 1BT
Vanellus macropterus,NA ,Extinct
Vanellus malabaricus,Vanellus malarbaricus,1BL to 1BT
Vanellus melanocephalus,Vanellus melanocephalus,1BL to 1BT
Vanellus melanopterus,Vanellus melanopterus,1BL to 1BT
Vanellus miles,Vanellus miles,Many BL to 1BT
Vanellus novaehollandiae,Vanellus miles,Many BL to 1BT
Vanellus resplendens,Vanellus resplendens,1BL to 1BT
Vanellus senegallus,Vanellus senegallus,1BL to 1BT
Vanellus spinosus,Vanellus spinosus,1BL to 1BT
Vanellus superciliosus,Vanellus superciliosus,1BL to 1BT
Vanellus tectus,Vanellus tectus,1BL to 1BT
Vanellus tricolor,Vanellus tricolor,1BL to 1BT
Vanellus vanellus,Vanellus vanellus,1BL to 1BT
Vanga curvirostris,Vanga curvirostris,1BL to 1BT
Vauriella albigularis,Rhinomyias albigularis,1BL to 1BT
Vauriella goodfellowi,Rhinomyias goodfellowi,1BL to 1BT
Vauriella gularis,Rhinomyias gularis,1BL to 1BT
Vauriella insignis,Rhinomyias insignis,1BL to 1BT
Veles binotatus,Caprimulgus binotatus,1BL to 1BT
Veniliornis affinis,Veniliornis affinis,1BL to 1BT
Veniliornis callonotus,Veniliornis callonotus,1BL to 1BT
Veniliornis cassini,Veniliornis cassini,1BL to 1BT
Veniliornis chocoensis,Veniliornis chocoensis,1BL to 1BT
Veniliornis dignus,Veniliornis dignus,1BL to 1BT
Veniliornis frontalis,Veniliornis frontalis,1BL to 1BT
Veniliornis kirkii,Veniliornis kirkii,1BL to 1BT
Veniliornis lignarius,Veniliornis lignarius,1BL to 1BT
Veniliornis maculifrons,Veniliornis maculifrons,1BL to 1BT
Veniliornis mixtus,Veniliornis mixtus,1BL to 1BT
Veniliornis nigriceps,Veniliornis nigriceps,1BL to 1BT
Veniliornis passerinus,Veniliornis passerinus,1BL to 1BT
Veniliornis sanguineus,Veniliornis sanguineus,1BL to 1BT
Veniliornis spilogaster,Veniliornis spilogaster,1BL to 1BT
Vermivora bachmanii,Vermivora bachmanii,1BL to 1BT
Vermivora chrysoptera,Vermivora chrysoptera,1BL to 1BT
Vermivora cyanoptera,Vermivora pinus,1BL to 1BT
Verreauxia africana,Sasia africana,1BL to 1BT
Vidua camerunensis,Vidua camerunensis,1BL to 1BT
Vidua chalybeata,Vidua chalybeata,1BL to 1BT
Vidua codringtoni,Vidua codringtoni,1BL to 1BT
Vidua fischeri,Vidua fischeri,1BL to 1BT
Vidua funerea,Vidua funerea,1BL to 1BT
Vidua hypocherina,Vidua hypocherina,1BL to 1BT
Vidua interjecta,Vidua interjecta,1BL to 1BT
Vidua larvaticola,Vidua larvaticola,1BL to 1BT
Vidua macroura,Vidua macroura,1BL to 1BT
Vidua maryae,Vidua maryae,1BL to 1BT
Vidua nigeriae,Vidua nigeriae,1BL to 1BT
Vidua obtusa,Vidua obtusa,1BL to 1BT
Vidua orientalis,Vidua orientalis,1BL to 1BT
Vidua paradisaea,Vidua paradisaea,1BL to 1BT
Vidua purpurascens,Vidua purpurascens,1BL to 1BT
Vidua raricola,Vidua raricola,1BL to 1BT
Vidua regia,Vidua regia,1BL to 1BT
Vidua togoensis,Vidua togoensis,1BL to 1BT
Vidua wilsoni,Vidua wilsoni,1BL to 1BT
Vini australis,Vini australis,1BL to 1BT
Vini kuhlii,Vini kuhlii,1BL to 1BT
Vini peruviana,Vini peruviana,1BL to 1BT
Vini stepheni,Vini stepheni,1BL to 1BT
Vini ultramarina,Vini ultramarina,1BL to 1BT
Vireo altiloquus,Vireo altiloquus,1BL to 1BT
Vireo atricapilla,Vireo atricapilla,1BL to 1BT
Vireo bairdi,Vireo bairdi,1BL to 1BT
Vireo bellii,Vireo bellii,1BL to 1BT
Vireo brevipennis,Vireo brevipennis,1BL to 1BT
Vireo caribaeus,Vireo caribaeus,1BL to 1BT
Vireo carmioli,Vireo carmioli,1BL to 1BT
Vireo cassinii,Vireo cassinii,1BL to 1BT
Vireo chivi,Vireo olivaceus,Many BL to 1BT
Vireo crassirostris,Vireo crassirostris,1BL to 1BT
Vireo flavifrons,Vireo flavifrons,1BL to 1BT
Vireo flavoviridis,Vireo flavoviridis,1BL to 1BT
Vireo gilvus,Vireo gilvus,1BL to 1BT
Vireo gracilirostris,Vireo gracilirostris,1BL to 1BT
Vireo griseus,Vireo griseus,1BL to 1BT
Vireo gundlachii,Vireo gundlachii,1BL to 1BT
Vireo huttoni,Vireo huttoni,1BL to 1BT
Vireo latimeri,Vireo latimeri,1BL to 1BT
Vireo leucophrys,Vireo leucophrys,1BL to 1BT
Vireo magister,Vireo magister,1BL to 1BT
Vireo masteri,Vireo masteri,1BL to 1BT
Vireo modestus,Vireo modestus,1BL to 1BT
Vireo nanus,Vireo nanus,1BL to 1BT
Vireo nelsoni,Vireo nelsoni,1BL to 1BT
Vireo olivaceus,Vireo olivaceus,Many BL to 1BT
Vireo osburni,Vireo osburni,1BL to 1BT
Vireo pallens,Vireo pallens,1BL to 1BT
Vireo philadelphicus,Vireo philadelphicus,1BL to 1BT
Vireo plumbeus,Vireo plumbeus,1BL to 1BT
Vireo sclateri,Hylophilus sclateri,1BL to 1BT
Vireo solitarius,Vireo solitarius,1BL to 1BT
Vireo vicinior,Vireo vicinior,1BL to 1BT
Vireolanius eximius,Vireolanius eximius,1BL to 1BT
Vireolanius leucotis,Vireolanius leucotis,Many BL to 1BT
Vireolanius melitophrys,Vireolanius melitophrys,1BL to 1BT
Vireolanius mikettae,Vireolanius leucotis,Many BL to 1BT
Vireolanius pulchellus,Vireolanius pulchellus,1BL to 1BT
Viridonia sagittirostris,NA ,Extinct
Volatinia jacarina,Volatinia jacarina,1BL to 1BT
Vosea whitemanensis,Melidectes whitemanensis,1BL to 1BT
Vultur gryphus,Vultur gryphus,1BL to 1BT
Wetmorethraupis sterrhopteron,Wetmorethraupis sterrhopteron,1BL to 1BT
Willisornis nigrigula,Willisornis poecilinotus,Many BL to 1BT
Willisornis poecilinotus,Willisornis poecilinotus,Many BL to 1BT
Willisornis vidua,Willisornis poecilinotus,Many BL to 1BT
Xanthocephalus xanthocephalus,Xanthocephalus xanthocephalus,1BL to 1BT
Xanthomixis apperti,Bernieria apperti,1BL to 1BT
Xanthomixis cinereiceps,Bernieria cinereiceps,1BL to 1BT
Xanthomixis zosterops,Bernieria zosterops,1BL to 1BT
Xanthopsar flavus,Xanthopsar flavus,1BL to 1BT
Xanthotis flaviventer,Xanthotis flaviventer,1BL to 1BT
Xanthotis macleayanus,Xanthotis macleayanus,1BL to 1BT
Xanthotis polygrammus,Xanthotis polygrammus,1BL to 1BT
Xema sabini,Xema sabini,1BL to 1BT
Xenerpestes minlosi,Xenerpestes minlosi,1BL to 1BT
Xenerpestes singularis,Xenerpestes singularis,1BL to 1BT
Xenicus gilviventris,Xenicus gilviventris,1BL to 1BT
Xenicus longipes,NA ,Extinct
Xenocopsychus ansorgei,Xenocopsychus ansorgei,1BL to 1BT
Xenodacnis parina,Xenodacnis parina,Many BL to 1BT
Xenodacnis petersi,Xenodacnis parina,Many BL to 1BT
Xenoglaux loweryi,Xenoglaux loweryi,1BL to 1BT
Xenoligea montana,Xenoligea montana,1BL to 1BT
Xenoperdix udzungwensis,Xenoperdix udzungwensis,1BL to 1BT
Xenopipo atronitens,Xenopipo atronitens,1BL to 1BT
Xenopipo uniformis,Xenopipo uniformis,1BL to 1BT
Xenopirostris damii,Xenopirostris damii,1BL to 1BT
Xenopirostris polleni,Xenopirostris polleni,1BL to 1BT
Xenopirostris xenopirostris,Xenopirostris xenopirostris,1BL to 1BT
Xenops genibarbis,Xenops minutus,Many BL to 1BT
Xenops minutus,Xenops minutus,Many BL to 1BT
Xenops rutilus,Xenops rutilans,1BL to 1BT
Xenops tenuirostris,Xenops tenuirostris,1BL to 1BT
Xenopsaris albinucha,Xenopsaris albinucha,1BL to 1BT
Xenornis setifrons,Xenornis setifrons,1BL to 1BT
Xenospingus concolor,Xenospingus concolor,1BL to 1BT
Xenospiza baileyi,Xenospiza baileyi,1BL to 1BT
Xenotriccus callizonus,Xenotriccus callizonus,1BL to 1BT
Xenotriccus mexicanus,Xenotriccus mexicanus,1BL to 1BT
Xenus cinereus,Xenus cinereus,1BL to 1BT
Xiphidiopicus percussus,Xiphidiopicus percussus,1BL to 1BT
Xiphocolaptes albicollis,Xiphocolaptes albicollis,1BL to 1BT
Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,1BL to 1BT
Xiphocolaptes major,Xiphocolaptes major,1BL to 1BT
Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,1BL to 1BT
Xipholena atropurpurea,Xipholena atropurpurea,1BL to 1BT
Xipholena lamellipennis,Xipholena lamellipennis,1BL to 1BT
Xipholena punicea,Xipholena punicea,1BL to 1BT
Xiphorhynchus aequatorialis,Xiphorhynchus erythropygius,Many BL to 1BT
Xiphorhynchus atlanticus,Xiphorhynchus fuscus,Many BL to 1BT
Xiphorhynchus beauperthuysii,Xiphorhynchus ocellatus,Many BL to 1BT
Xiphorhynchus chunchotambo,Xiphorhynchus ocellatus,Many BL to 1BT
Xiphorhynchus elegans,Xiphorhynchus elegans,1BL to 1BT
Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,Many BL to 1BT
Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,1BL to 1BT
Xiphorhynchus fuscus,Xiphorhynchus fuscus,Many BL to 1BT
Xiphorhynchus guttatoides,Xiphorhynchus guttatus,Many BL to 1BT
Xiphorhynchus guttatus,Xiphorhynchus guttatus,Many BL to 1BT
Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,1BL to 1BT
Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,1BL to 1BT
Xiphorhynchus ocellatus,Xiphorhynchus ocellatus,Many BL to 1BT
Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,1BL to 1BT
Xiphorhynchus spixii,Xiphorhynchus spixii,1BL to 1BT
Xiphorhynchus susurrans,Xiphorhynchus susurrans,1BL to 1BT
Xiphorhynchus triangularis,Xiphorhynchus triangularis,1BL to 1BT
Xolmis cinereus,Xolmis cinereus,1BL to 1BT
Xolmis coronatus,Xolmis coronatus,1BL to 1BT
Xolmis dominicanus,Xolmis dominicanus,1BL to 1BT
Xolmis irupero,Xolmis irupero,1BL to 1BT
Xolmis pyrope,Xolmis pyrope,1BL to 1BT
Xolmis rubetra,Xolmis rubetra,1BL to 1BT
Xolmis salinarum,Xolmis salinarum,1BL to 1BT
Xolmis velatus,Xolmis velatus,1BL to 1BT
Yuhina bakeri,Yuhina bakeri,1BL to 1BT
Yuhina brunneiceps,Yuhina brunneiceps,1BL to 1BT
Yuhina castaniceps,Yuhina castaniceps,1BL to 1BT
Yuhina diademata,Yuhina diademata,1BL to 1BT
Yuhina everetti,Yuhina everetti,1BL to 1BT
Yuhina flavicollis,Yuhina flavicollis,1BL to 1BT
Yuhina gularis,Yuhina gularis,1BL to 1BT
Yuhina humilis,Yuhina humilis,1BL to 1BT
Yuhina nigrimenta,Yuhina nigrimenta,1BL to 1BT
Yuhina occipitalis,Yuhina occipitalis,1BL to 1BT
Yuhina torqueola,Yuhina torqueola,1BL to 1BT
Zanclostomus javanicus,Phaenicophaeus javanicus,1BL to 1BT
Zanda baudinii,Calyptorhynchus baudinii,1BL to 1BT
Zanda funerea,Calyptorhynchus funereus,1BL to 1BT
Zanda latirostris,Calyptorhynchus latirostris,1BL to 1BT
Zapornia akool,Amaurornis akool,1BL to 1BT
Zapornia astrictocarpus,NA ,Extinct
Zapornia atra,Porzana atra,1BL to 1BT
Zapornia bicolor,Amaurornis bicolor,1BL to 1BT
Zapornia flavirostra,Amaurornis flavirostra,1BL to 1BT
Zapornia fusca,Porzana fusca,1BL to 1BT
Zapornia monasa,NA ,Extinct
Zapornia nigra,NA ,Extinct
Zapornia olivieri,Amaurornis olivieri,1BL to 1BT
Zapornia palmeri,NA ,Extinct
Zapornia parva,Porzana parva,1BL to 1BT
Zapornia paykullii,Porzana paykullii,1BL to 1BT
Zapornia pusilla,Porzana pusilla,1BL to 1BT
Zapornia sandwichensis,NA ,Extinct
Zapornia tabuensis,Porzana tabuensis,1BL to 1BT
Zaratornis stresemanni,Zaratornis stresemanni,1BL to 1BT
Zavattariornis stresemanni,Zavattariornis stresemanni,1BL to 1BT
Zebrilus undulatus,Zebrilus undulatus,1BL to 1BT
Zeledonia coronata,Zeledonia coronata,1BL to 1BT
Zenaida asiatica,Zenaida asiatica,1BL to 1BT
Zenaida auriculata,Zenaida auriculata,1BL to 1BT
Zenaida aurita,Zenaida aurita,1BL to 1BT
Zenaida galapagoensis,Zenaida galapagoensis,1BL to 1BT
Zenaida graysoni,Zenaida graysoni,1BL to 1BT
Zenaida macroura,Zenaida macroura,1BL to 1BT
Zenaida meloda,Zenaida meloda,1BL to 1BT
Zentrygon albifacies,Geotrygon albifacies,1BL to 1BT
Zentrygon carrikeri,Geotrygon carrikeri,1BL to 1BT
Zentrygon chiriquensis,Geotrygon chiriquensis,1BL to 1BT
Zentrygon costaricensis,Geotrygon costaricensis,1BL to 1BT
Zentrygon frenata,Geotrygon frenata,1BL to 1BT
Zentrygon goldmani,Geotrygon goldmani,1BL to 1BT
Zentrygon lawrencii,Geotrygon lawrencii,1BL to 1BT
Zentrygon linearis,Geotrygon linearis,1BL to 1BT
Zimmerius acer,Zimmerius acer,1BL to 1BT
Zimmerius albigularis,Zimmerius albigularis,1BL to 1BT
Zimmerius bolivianus,Zimmerius bolivianus,1BL to 1BT
Zimmerius chicomendesi,Zimmerius villarejoi,Many BL to 1BT
Zimmerius chrysops,Zimmerius chrysops,1BL to 1BT
Zimmerius cinereicapilla,Zimmerius cinereicapilla,1BL to 1BT
Zimmerius gracilipes,Zimmerius gracilipes,1BL to 1BT
Zimmerius improbus,Zimmerius improbus,Many BL to 1BT
Zimmerius parvus,Zimmerius vilissimus,Many BL to 1BT
Zimmerius petersi,Zimmerius improbus,Many BL to 1BT
Zimmerius vilissimus,Zimmerius vilissimus,Many BL to 1BT
Zimmerius villarejoi,Zimmerius villarejoi,Many BL to 1BT
Trogon violaceus,Trogon violaceus,1BL to many BT
Turdus albicollis,Turdus albicollis,1BL to many BT
Zonerodius heliosylus,Zonerodius heliosylus,1BL to 1BT
Zonotrichia albicollis,Zonotrichia albicollis,1BL to 1BT
Zonotrichia atricapilla,Zonotrichia atricapilla,1BL to 1BT
Zonotrichia capensis,Zonotrichia capensis,1BL to 1BT
Zonotrichia leucophrys,Zonotrichia leucophrys,1BL to 1BT
Zonotrichia querula,Zonotrichia querula,1BL to 1BT
Zoonavena grandidieri,Zoonavena grandidieri,1BL to 1BT
Zoonavena sylvatica,Zoonavena sylvatica,1BL to 1BT
Zoonavena thomensis,Zoonavena thomensis,1BL to 1BT
Zoothera andromedae,Zoothera andromedae,1BL to 1BT
Zoothera atrigena,Zoothera talaseae,Many BL to 1BT
Tyto novaehollandiae,Tyto novaehollandiae,1BL to many BT
Upucerthia validirostris,Upucerthia validirostris,1BL to many BT
Zoothera dauma,Zoothera dauma,1BL to 1BT
Zoothera dixoni,Zoothera dixoni,1BL to 1BT
Zoothera everetti,Zoothera everetti,1BL to 1BT
Zoothera griseiceps,Zoothera mollissima,Many BL to 1BT
Zoothera heinei,Zoothera heinei,1BL to 1BT
Zoothera lunulata,Zoothera lunulata,1BL to 1BT
Zoothera machiki,Zoothera machiki,1BL to 1BT
Zoothera major,Zoothera major,1BL to 1BT
Zoothera margaretae,Zoothera margaretae,1BL to 1BT
Zoothera marginata,Zoothera marginata,1BL to 1BT
Zoothera mollissima,Zoothera mollissima,Many BL to 1BT
Zoothera monticola,Zoothera monticola,1BL to 1BT
Zoothera salimalii,Zoothera mollissima,Many BL to 1BT
Zoothera talaseae,Zoothera talaseae,Many BL to 1BT
Zoothera terrestris,NA ,Extinct
Zoothera turipavae,Zoothera turipavae,1BL to 1BT
Zosterops abyssinicus,Zosterops abyssinicus,Many BL to 1BT
Zosterops albogularis,Zosterops albogularis,1BL to 1BT
Zosterops anomalus,Zosterops anomalus,1BL to 1BT
Zosterops atricapilla,Zosterops atricapilla,1BL to 1BT
Zosterops atriceps,Zosterops atriceps,1BL to 1BT
Zosterops atrifrons,Zosterops atrifrons,1BL to 1BT
Zosterops auriventer,Zosterops palpebrosus,Many BL to 1BT
Zosterops borbonicus,Zosterops borbonicus,Many BL to 1BT
Zosterops brunneus,Speirops brunneus,1BL to 1BT
Zosterops buruensis,Zosterops buruensis,1BL to 1BT
Zosterops ceylonensis,Zosterops ceylonensis,1BL to 1BT
Zosterops chloris,Zosterops chloris,1BL to 1BT
Zosterops chloronothos,Zosterops chloronothus,1BL to 1BT
Zosterops chrysolaemus,Zosterops minor,Many BL to 1BT
Zosterops cinereus,Zosterops cinereus,Many BL to 1BT
Zosterops citrinella,Zosterops citrinella,1BL to 1BT
Zosterops consobrinorum,Zosterops consobrinorum,1BL to 1BT
Zosterops conspicillatus,Zosterops conspicillatus,Many BL to 1BT
Zosterops crookshanki,Zosterops fuscicapilla,Many BL to 1BT
Zosterops emiliae,Chlorocharis emiliae,1BL to 1BT
Zosterops erythropleurus,Zosterops erythropleurus,1BL to 1BT
Zosterops eurycricotus,Zosterops poliogastrus,Many BL to 1BT
Zosterops everetti,Zosterops everetti,1BL to 1BT
Zosterops explorator,Zosterops explorator,1BL to 1BT
Zosterops feae,Zosterops ficedulinus,Many BL to 1BT
Zosterops ficedulinus,Zosterops ficedulinus,Many BL to 1BT
Zosterops finschii,Zosterops finschii,1BL to 1BT
Zosterops flavifrons,Zosterops flavifrons,1BL to 1BT
Zosterops flavilateralis,Zosterops abyssinicus,Many BL to 1BT
Zosterops flavus,Zosterops flavus,1BL to 1BT
Zosterops fuscicapilla,Zosterops fuscicapilla,Many BL to 1BT
Zosterops gibbsi,Zosterops gibbsi,1BL to 1BT
Zosterops grayi,Zosterops grayi,1BL to 1BT
Zosterops griseotinctus,Zosterops griseotinctus,1BL to 1BT
Zosterops griseovirescens,Zosterops griseovirescens,1BL to 1BT
Zosterops hamlini,Zosterops rendovae,Many BL to 1BT
Zosterops hypolais,Zosterops hypolais,1BL to 1BT
Zosterops hypoxanthus,Zosterops hypoxanthus,1BL to 1BT
Zosterops inornatus,Zosterops inornatus,1BL to 1BT
Zimmerius viridiflavus,Zimmerius viridiflavus,1BL to many BT
Geokichla piaggiae,Zoothera piaggiae,1BL to many BT
Zosterops kaffensis,Zosterops poliogastrus,Many BL to 1BT
Zosterops kikuyuensis,Zosterops poliogastrus,Many BL to 1BT
Zosterops kirki,Zosterops maderaspatanus,Many BL to 1BT
Zosterops kuehni,Zosterops kuehni,1BL to 1BT
Zosterops kulalensis,Zosterops poliogastrus,Many BL to 1BT
Zosterops kulambangrae,Zosterops kulambangrae,1BL to 1BT
Zosterops lacertosus,Woodfordia lacertosa,1BL to 1BT
Zosterops lateralis,Zosterops lateralis,1BL to 1BT
Zosterops leucophaeus,Speirops leucophoeus,1BL to 1BT
Zosterops lugubris,Speirops lugubris,1BL to 1BT
Zosterops luteirostris,Zosterops luteirostris,1BL to 1BT
Zosterops luteus,Zosterops luteus,1BL to 1BT
Zosterops maderaspatanus,Zosterops maderaspatanus,Many BL to 1BT
Zosterops mauritianus,Zosterops borbonicus,Many BL to 1BT
Zosterops mayottensis,Zosterops mayottensis,1BL to 1BT
Zosterops mbuluensis,Zosterops poliogastrus,Many BL to 1BT
Zosterops meeki,Zosterops meeki,1BL to 1BT
Zosterops melanocephalus,Speirops melanocephalus,1BL to 1BT
Zosterops melanurus,Zosterops palpebrosus,Many BL to 1BT
Zosterops metcalfii,Zosterops metcalfii,1BL to 1BT
Zosterops meyeni,Zosterops meyeni,1BL to 1BT
Zosterops minor,Zosterops minor,Many BL to 1BT
Zosterops minutus,Zosterops minutus,1BL to 1BT
Zosterops modestus,Zosterops modestus,1BL to 1BT
Zosterops mouroniensis,Zosterops mouroniensis,1BL to 1BT
Zosterops murphyi,Zosterops murphyi,1BL to 1BT
Zosterops mysorensis,Zosterops mysorensis,1BL to 1BT
Zosterops natalis,Zosterops natalis,1BL to 1BT
Zosterops nehrkorni,Zosterops nehrkorni,1BL to 1BT
Zosterops nigrorum,Zosterops nigrorum,1BL to 1BT
Zosterops novaeguineae,Zosterops novaeguineae,1BL to 1BT
Zosterops oleagineus,Zosterops oleagineus,1BL to 1BT
Zosterops olivaceus,Zosterops olivaceus,1BL to 1BT
Zosterops pallidus,Zosterops pallidus,Many BL to 1BT
Zosterops japonicus,Zosterops japonicus,1BL to many BT
Zosterops palpebrosus,Zosterops palpebrosus,1BL to many BT
Zosterops poliogastrus,Zosterops poliogastrus,Many BL to 1BT
Zosterops ponapensis,Zosterops cinereus,Many BL to 1BT
Zosterops rendovae,Zosterops rendovae,Many BL to 1BT
Zosterops rennellianus,Zosterops rennellianus,1BL to 1BT
